,Title,Links,Description,Present Prices,Old Price,From
531," Dell Latitude 15 3510 Core i5 10th Gen 15.6"" HD Laptop",https://www.startech.com.bd/dell-latitude-3510-core-i5-10th-gen-laptop,"Intel Core i5-10210U Processor (6M Cache, 1.60 GHz up to 4.20 GHz), 4GB DDR4 RAM, 1TB SATA HDD, 15.6"" HD (1366 x 768) Display",TBA,,StarTech-
532," Dell Latitude 14 7420 Core i5 11th Gen 14"" FHD Laptop",https://www.startech.com.bd/dell-latitude-7420-core-i5-11th-gen-fhd-laptop,"Intel Core i5-1135G7 Processor (8MB Cache, 2.40 GHz up to 4.20 GHz), 8 GB Non-ECC, Integrated RAM, M.2 512GB PCIe NVMe SSD, 14"" FHD (1920x1080) Display",TBA,,StarTech-
533," Dell Latitude 14 3410 Core i7 10th Gen 14"" FHD Laptop",https://www.startech.com.bd/dell-latitude-3410-core-i7-10th-gen-fhd-laptop,"Intel Core i7-10510U Processor (8MB Cache, 1.8GHz up to 4.9GHz), 8GB DDR4 RAM, 1TB SATA HDD, 14""FHD (1920 x 1080) Display",TBA,,StarTech-
534," Dell Latitude 14 7420 Core i7 11th Gen 14"" FHD Touch Laptop",https://www.startech.com.bd/dell-latitude-7420-core-i7-11th-gen-fhd-touch-laptop,"Intel Core i7-1185G7 Processor (12M Cache, 3.00 GHz up to 4.80 GHz), 16GB Non-ECC, Integrated RAM, M.2 512GB PCIe NVMe SSD, 14"" FHD (1920x1080) Display",TBA,,StarTech-
535," Dell Latitude 14 5420 Core i7 11th Gen 14"" FHD Laptop",https://www.startech.com.bd/dell-latitude-5420-core-i7-11th-gen-fhd-laptop,"Intel Core i7-1165G7 Processor (12M Cache, 2.80 GHz up to 4.70 GHz), 8 GB 3200MHz DDR4 RAM, M.2 512GB PCIe NVMe SSD, 14"" FHD (1920x1080) Display",TBA,,StarTech-
536," Dell Latitude 3410 Core i5 10th Gen 14"" HD Laptop",https://www.startech.com.bd/dell-latitude-14-3410-core-i5-10th-gen-hd-laptop,"Intel Core i5-10210U Processor (6M Cache, 1.60 GHz up to 4.20 GHz), 8GB (2x4GB) DDR4 2666 MHz RAM, 1TB HDD, 14"" HD (1366 x 768) Display",TBA,,StarTech-
537," Dell Latitude 7310 Core i7 10th Gen 13.3"" FHD Laptop",https://www.startech.com.bd/dell-latitude-7310-core-i7-10th-gen-fhd-laptop,"Intel Core i7-10610U Processor (8M Cache, 1.80 GHz up to 4.90 GHz), 16GB 2666 MHz DDR4 RAM, 512GB M.2 PCIe NVMe SSD, 13.3"" FHD (1920 x 1080) Display",TBA,,StarTech-
538," Dell Latitude 9510 2-in-1 Core i7 10th Gen 15"" FHD Touch Laptop with Windows 10 Pro",https://www.startech.com.bd/dell-latitude-9510-laptop,"Intel Core I7 10810U Processor (12MB Cache, 1.1GHz up to 4.9GHz), 16 GB 2133 MHz RAM, 512GB PCIe M.2 SSD, 15"" FHD 400 Nits Touch Display",TBA,,StarTech-
539," Apple MacBook Pro 13.3-Inch Core i7, 32GB RAM, 1TB SSD, Touch Bar, Silver Z0Y900030 (Mid 2020)",https://www.startech.com.bd/apple-macbook-pro-13-3-2020,"Intel Core i7 1068NG7 Processor (8MB Cache, 2.30GHz up to 4.10GHz), 32GB RAM, 1TB SSD, 13.3""(2560 x 1600) LED-backlit Retina Display",TBA,,StarTech-
540, Lenovo Legion 5 Ryzen 7 5800H 1TB SSD RTX 3060 6GB Graphics 15.6″ FHD 165Hz Gaming Laptop,https://www.startech.com.bd/lenovo-legion-5-ryzen-7-6gb-graphics-fhd-gaming-laptop,"Ryzen 7 5800H Processor (3.2GHz Up to 4.4GHz, 8 Cores, 16 Threads), 16GB 3200MHz RAM +1TB SSD, GeForce RTX 3060 6GB Graphics, 15.6″ FHD 165Hz (1920 x 1080) Display",TBA,,StarTech-
541," Microsoft Surface Book 3 Core i7 10th Gen GTX 1660Ti 6GB Graphics 15"" multi-touch G5, (SMV-00001) Silver",https://www.startech.com.bd/microsoft-surface-book-3-6gb-graphics-core-i7-10th-gen-multi-touch-silver,"Intel Core i7-1065G7 Processor (8M Cache, 1.30 GHz up to 3.90 GHz), 32GB 3733Mhz RAM +1TB PCIe SSD, GeForce GTX 1660Ti 6GB Graphics , 15″ (3240 x 2160) multi-touch G5 Display",TBA,,StarTech-
542," HP 15s-du1081tu Core i3 10th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/hp-15s-du1081tu-core-i3-10th-gen-laptop,"Intel Core i3-10110U (2.1 GHz up to 4.1 GHz, 4 MB L3 cache, 2 cores), 8GB DDR4 2666MHz SDRAM, 512GB PCIe NVMe M.2 SSD, 15.6"" FHD (1920 x 1080) Display",TBA,,StarTech-
543," Lenovo YOGA 9i Core i7 11th Gen 14"" UHD Touch Laptop",https://www.startech.com.bd/lenovo-yoga-9i-core-i7-11th-gen-touch-laptop,"Intel Core i7-1185G7 Processor (12M Cache, 3.00 GHz up to 4.80 GHz), 8GB DDR4 4266MHz RAM, 1TB M.2 2280 PCIe NVMe SSD, 14"" UHD(3840×2160) Touch Display",TBA,,StarTech-
544," Lenovo IdeaPad Flex 5i Core i7 11th Gen MX450 2GB Graphics 14"" FHD Touch Laptop with Windows 10",https://www.startech.com.bd/lenovo-ideapad-flex-5i-core-i5-11th-gen-2gb-graphics-touch-laptop,"Intel Core i7-1165G7 Processor (12MB Cache, 2.80 GHz up to 4.70 GHz), 16GB DDR4 RAM + 512GB SSD, 14"" FHD (1920x1080) Multi-touch display, Nvidia MX450 2GB GDDR6 Graphics",TBA,,StarTech-
545, Lenovo IdeaPad Slim 5i Core i3 11th Gen 15.6″ FHD Laptop,https://www.startech.com.bd/lenovo-ideapad-slim-5i-core-i3-11th-gen-fhd-laptop,"Intel Core i3-1115G4 Processor (6M Cache, up to 4.10 GHz), 8GB DDR4 3200MHz RAM, 1TB HDD + 128GB SSD, 15.6″ FHD (1920×1080) Display",TBA,,StarTech-
546," HP ProBook 440 G8 Core i3 11th Gen 14"" HD Laptop",https://www.startech.com.bd/hp-probook-440-g8-core-i3-11th-gen-laptop,"Intel Core i3-1115G4 Processor (6M Cache, up to 4.10 GHz), 8 GB DDR4 SDRAM, 256 GB PCIe NVMe M.2 SSD, 14"" HD (1366 x 768) Display",TBA,,StarTech-
547," ASUS ROG Strix G15 G513QM Ryzen 7 5800H RTX3060 6GB Graphics 15.6"" Gaming Laptop",https://www.startech.com.bd/asus-rog-strix-g15-g513qm-ryzen-7-gaming-laptop,"AMD Ryzen 7 5800H Processor(16M Cache, 3.2 GHz up to 4.4 GHz), 16GB DDR4 3200MHz RAM (8GBX 2), 512GB M.2 NVME PCIE 3.0 SSD, NVIDIA RTX3060 6GB Graphics",TBA,,StarTech-
548," Asus ROG Flow X13 GV301QH Ryzen 7 5800H GTX1650 MAXQ 4GB Graphics 13.4"" FHD Touch Gaming Laptop",https://www.startech.com.bd/asus-rog-flow-x13-gv301qh-ryzen-7-touch-gaming-laptop,"AMD Ryzen 7 5800H Processor(16M Cache, 3.2 GHz up to 4.4 GHz), 16GB RAM + 512GB SSD, NVIDIA GTX1650 MAXQ 4GB Graphics, 13.4-inch (1920X1200) Touch Display",TBA,,StarTech-
549," Asus TUF Dash F15 FX516PM Core i7 11th Gen RTX3060 6GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/asus-tuf-dash-f15-fx516pm-core-i7-11th-gen-gaming-laptop,"Intel Core i7-11370H Processor (12M Cache, 3.30 GHz up to 4.80 GHz), 16GB DDR4 3200MHz RAM, 512GB M.2 NVME PCIE 3.0 SSD, NVIDIA RTX3060 6GB Graphics",TBA,,StarTech-
550, Asus VivoBook 14 X415JA Core i5 10th Gen 14” FHD Laptop,https://www.startech.com.bd/asus-vivobook-14-x415ja-core-i5-10th-gen-laptop,"Intel Core i5-1035G1 Processor (6M Cache, 1.00 GHz up to 3.60 GHz), 4GB DDR4 RAM, 1TB 5400 rpm SATA HDD, 14"" FHD (1920x1080) Display",TBA,,StarTech-
551," Asus VivoBook 14 X413EA Core i5 11th Gen 14"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-14-x413ea-core-i5-11th-gen-laptop,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz), 8GB DDR4 RAM, 512GB PCIEG3 SSD, 14.0” FHD (1920X1080) Display",TBA,,StarTech-
552," ASUS ZenBook Duo 14 UX482EG Core i7 11th Gen MX450 2GB Graphics 14"" FHD Touch Laptop",https://www.startech.com.bd/asus-zenbook-duo-14-ux482eg-i7-11th-gen-touch-laptop,"Intel Core i7-1165G7 Processor (12M Cache, 2.80 GHz up to 4.70 GHz), 16GB 3200MHz LPDDR4X RAM, 1TB M.2 NVMe PCIe 3.0 G3 SSD, NVIDIA GeForce MX450 2GB Graphics",TBA,,StarTech-
553, Asus VivoBook S15 S533EQ Core i5 11th Gen MX350 2GB Graphics 15.6” FHD Laptop,https://www.startech.com.bd/asus-vivobook-s15-s533eq-core-i5-11th-gen-laptop,"Intel Core i5-1135G7 Processor (8M Cache, up to 4.20 GHz), 8GB DDR4 RAM + 512G SSD, 15.6” FHD (1920X1080) Display, GeForce MX350 2GB Graphics",TBA,,StarTech-
554," ASUS VivoBook 14 K413EA Core i7 11th Gen 14"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-14-k413ea-core-i7-11th-gen-laptop,"Intel Core i7-1165G7 Processor (12M Cache, up to 4.70 GHz, with IPU), 8GB DDR4 RAM (On Board), 512GB M.2 NVMe PCIE G3.0 SSD, 14"" FHD (1920X1080) Display",TBA,,StarTech-
555," Asus VivoBook S15 M533UA Ryzen 5 5500U 15.6"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-s15-m533ua-ryzen-5-laptop,"AMD Ryzen 5 5500U Processor (8M Cache, 2.1GHz up to 4.0GHz, 6 cores), 8GB DDR4 RAM, 512GB M.2 NVMe PCIE G3.0 SSD, 15.6"" FHD (1920 x 1080) Display",TBA,,StarTech-
556, Lenovo IdeaPad Slim 5i Core i5 11th Gen 128GB SSD 15.6″ FHD Laptop,https://www.startech.com.bd/lenovo-ideapad-slim-5i-core-i5-laptop,"Intel Core i5-1135G7 Processor (8MB Cache, 2.40 GHz up to 4.20 GHz), 8GB DDR4 3200MHz RAM, 1TB HDD + 128GB SSD, NVIDIA MX450 GDDR6 2GB Graphics",TBA,,StarTech-
557," Walton Passion BX5800 Core i5 8th Gen 14"" HD Laptop",https://www.startech.com.bd/walton-passion-bx5800-core-i5-8th-gen-laptop,"Intel Core i5-8250U Processor (6MB Cache, 1.60GHz up to 3.40 GHz), 8GB DDR4 2400MHz RAM, 1TB 5400rpm HDD, 14"" HD Display",TBA,,StarTech-
558," MSI Summit E14 A11SCS Core i7 11th Gen GTX1650 Ti Max-Q 4GB Graphics 14"" UHD Laptop",https://www.startech.com.bd/msi-summit-e14-a11scs-core-i7-11th-gen-laptop,"Intel Core i7-1185G7 Processor (12MB Cache, 1.20 GHz up to 4.80 GHz, with IPU), 16GB RAM + 1TB NVMe PCIe SSD, GTX1650 Ti Max-Q 4GB Graphics, 14"" UHD (3840 x 2160) Display",TBA,,StarTech-
559," Lenovo V14-IIL Core i5 10th Gen 14"" FHD Laptop",https://www.startech.com.bd/lenovo-v14-iil-core-i5-10th-gen-laptop,"Intel Core i5-1035G1 Processor (6M Cache, 1.00 GHz up to 3.60 GHz), 8GB DDR4 2666MHz RAM, 1TB 7200RPM HDD, 14"" (1920 x 1080) FHD Display",TBA,,StarTech-
560," Dell Latitude 14-3410 Core i7 10th Gen 512GB SSD 16GB RAM 14"" FHD Laptop",https://www.startech.com.bd/dell-latitude-14-3410-i7-fhd-laptop,"Intel Core i7-10510U Processor (8MB Cache, 1.80 GHz up to 4.90 GHz), 16GB DDR4 RAM, 512GB SSD, 14"" FHD Display",TBA,,StarTech-
561," Lenovo IdeaPad Slim 3i 11th Gen Core i5 15.6"" FHD Laptop",https://www.startech.com.bd/lenovo-ideapad-slim-3i-11th-gen-core-i5-laptop,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz), 8GB DDR4 2666MHz RAM, 512GB NVME SSD, 15.6"" FHD (1920x1080) Display",TBA,,StarTech-
562," HP 14s-dq2095TU Core i3 11th Gen 14"" FHD Laptop",https://www.startech.com.bd/hp-14s-dq2095tu-core-i3-11th-gen-laptop,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz), 8GB DDR4 2666Mhz RAM, 512GB NVMe M.2 SSD, 14"" (1920 x 1080) FHD Display",TBA,,StarTech-
563," HP 15s-du1095tu Core i5 10th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/hp-15s-du1095tu-core-i5-10th-gen-laptop,"Intel Core i5-10210U Processor (6M Cache, 1.60 GHz up to 4.20 GHz), 4GB DDR4 RAM (1x 4GB), 1TB 5400 rpm SATA HDD, 15.6"" FHD (1920 x 1080) Display",TBA,,StarTech-
564," HP Pavilion 14-dv0067TU Core i3 11th Gen 14"" FHD Laptop",https://www.startech.com.bd/hp-pavilion-14-dv0067tu-core-i3-11th-gen-laptop,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz), 8GB DDR4 RAM, 512GB NVMe SSD, 14 inch (1920 x 1080) FHD Display",TBA,,StarTech-
565," MSI GP65 Leopard 10SEK Core i7 10th Gen RTX 2060 6GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/msi-gp65-leopard-10sek-core-i7-gaming-laptop,"Intel Core i7-10750H Processor (12M Cache, 2.60 GHz up to 5.00 GHz), 8GB RAM + 512GB NVMe SSD, RTX 2060 6GB GDDR6 Graphics, 15.6"" FHD (1920x1080) 144Hz Display",TBA,,StarTech-
566, Lenovo IdeaPad Gaming 3 Ryzen 5 4600H GTX1650 4GB Graphics 15.6” FHD Laptop,https://www.startech.com.bd/lenovo-ideapad-gaming-3-ryzen-5-laptop,"AMD Ryzen 5 4600H Processor (8MB Cache, 3.0GHz up to 4.0GHz), 8GB DDR4 3200Hz RAM, 1TB HDD + 256GB NVMe SSD, GTX 1650 4GB GDDR6 Graphics",TBA,,StarTech-
567," Lenovo Legion 5 Ryzen 5 4600H GTX1650Ti 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/lenovo-legion-5-ryzen-5-fhd-gaming-laptop,"AMD Ryzen 5 4600H Processor (8MB Cache, 3.0GHz up to 4.0GHz), 8GB DDR4 3200MHz RAM, 1TB HDD + 256GB NVMe SSD, GTX1650 Ti 4GB GDDR6 Graphics",TBA,,StarTech-
568," Lenovo Legion 5 Ryzen 7 4800H GTX1650 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/lenovo-legion-5-ryzen-7-gaming-laptop,"AMD Ryzen 7 4800H Processor (8MB Cache, 2.9GHz to 4.2GHz), 8GB RAM + 512GB MVMe SSD, GTX1650 4GB GDDR6 Graphics, 15.6"" FHD (1920x1080) IPS Display",TBA,,StarTech-
569," Lenovo Legion 5 Ryzen 5 4600H GTX1650 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/lenovo-legion-5-ryzen-5-gaming-laptop,"AMD Ryzen 5 4600H Processor (8MB Cache, 3.0GHz up to 4.0GHz), 8GB RAM + 512GB NVMe SSD, GTX1650 4GB GDDR6 Graphics, 15.6"" FHD (1920x1080) IPS Display",TBA,,StarTech-
570," Lenovo IdeaPad Slim 3 Ryzen 7 4700U 15.6"" FHD Laptop",https://www.startech.com.bd/lenovo-ideapad-slim-3-ryzen-7-laptop,"AMD Ryzen Octa Core 7 4700U (8MB Cache, 2.0GHz to 4.1GHz), 8GB DDR4 3200MHz RAM, 512GB NVMe SSD, 15.6"" FHD (1920 x 1080) Display",TBA,,StarTech-
571," Lenovo IdeaPad Slim 3 Ryzen 3 3250U 15.6"" FHD Laptop",https://www.startech.com.bd/lenovo-ideapad-slim-3-ryzen-3-laptop,"AMD Ryzen 3 3250U (2.6GHz up to 3.5GHz), 4GB DDR4 2400MHz RAM, 1TB SATA HDD, 15.6"" FHD (1920 x 1080) Display",TBA,,StarTech-
572," Lenovo IdeaPad Slim 3 Ryzen 3 3250U 128GB SSD 15.6"" FHD Laptop",https://www.startech.com.bd/lenovo-ideapad-slim-3-ryzen-3-fhd-laptop,"AMD Ryzen 3 3250U (2.6GHz up to 3.5GHz), 4GB DDR4 2400MHz RAM, 1TB HDD+128GB NVMe SSD, 15.6"" FHD (1920 x 1080) Display",TBA,,StarTech-
573," Lenovo Legion 5 Ryzen 7 4800H RTX2060 6GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/lenovo-legion-5-ryzen-7-fhd-gaming-laptop,"AMD Ryzen 7 4800H Processor (8MB Cache, 2.9GHz to 4.2GHz), 16GB DDR4-3200 RAM, 1TB M.2 2280 NVMe SSD , RTX 2060 6GB GDDR6 Graphics",TBA,,StarTech-
574, Lenovo IdeaPad Slim 5i Core i7 11th Gen 512GB SSD MX450 2GB Graphics 15.6″ FHD Laptop,https://www.startech.com.bd/lenovo-ideapad-slim-5i-core-i7-fhd-laptop,"Intel Core i7-1165G7 Processor (12M Cache, 2.80 GHz up to 4.70 GHz), 8GB DDR4 3200MHz RAM, 512GB M.2 NVME SSD, GeForce MX450 2GB Graphics",TBA,,StarTech-
575," Asus VivoBook S14 S433EA Core i5 11th Gen 512GB SSD with 32GB Optane Memory 14"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-s14-s433ea-core-i5-11th-gen-laptop,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)	, 8GB DDR4 3200MHz RAM, 512GB SSD with 32GB Optane Memory, 14"" FHD LED (1920x1080) Display",TBA,,StarTech-
576," HP Pavilion Gaming 15-ec1104AX Ryzen 7 4800H GTX 1660Ti 6GB Graphics 15.6"" FHD Laptop",https://www.startech.com.bd/hp-pavilion-gaming-15-ec1104ax-laptop,"Ryzen 7 4800H Processor (8M Cache, 2.90GHz up to 4.2GHz), 16GB DDR4 SDRAM, 256GB NVMe SSD + 1TB HDD, NVIDIA GTX 1660Ti 6GB GDDR6 Graphics",TBA,,StarTech-
577," Asus TUF Dash F15 FX516PE Core i7 11th Gen RTX 3050Ti 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/asus-tuf-dash-f15-fx516pe-core-i7-11th-gen-gaming-laptop,"Intel Core i7-11370H Processor (12M Cache, 3.30 GHz up to 4.80 GHz), 8GB DDR4 3200MHz RAM, 512GB M.2 NVME PCIE 3.0 SSD, NVIDIA RTX 3050Ti 4GB Graphics",TBA,,StarTech-
578," Asus TUF Dash F15 FX516PE Core i5 11th Gen RTX 3050Ti 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/asus-tuf-dash-f15-fx516pe-core-i5-11th-gen-gaming-laptop,"Intel Core i5-11300H Processor (8M Cache, 3.10 GHz up to 4.40 GHz)		, 8GB DDR4 3200MHz RAM, 512GB M.2 NVME PCIE 3.0 SSD, NVIDIA RTX 3050Ti 4GB Graphics",TBA,,StarTech-
579," Microsoft Surface Book 3 Core i7 10th Gen 2TB SSD GTX 1660Ti 6GB Graphics 15"" multi-touch G5, (SNJ-00001) Silver",https://www.startech.com.bd/microsoft-surface-book-3-6gb-graphics-core-i7-10th-gen-2tb-ssd-multi-touch-silver,"Intel Core i7-1065G7 Processor (8M Cache, 1.30 GHz up to 3.90 GHz), 32GB 3733Mhz RAM +2TB PCIe SSD, GeForce GTX 1660Ti 6GB Graphics , 15″ (3240 x 2160) multi-touch G5 Display",TBA,,StarTech-
580," ASUS TUF F15 FX506HC Core i5 11th Gen RTX3050 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/asus-tuf-gaming-f15-fx506hc-core-i5-11th-gen-gaming-laptop,"Intel Core i5-11400H Processor (12M Cache, 2.70 GHz up to 4.50 GHz), 8GB DDR4 3200MHz RAM, 512GB M.2 NVME PCIE 3.0 SSD, NVIDIA GeForce RTX3050 4GB Graphics",TBA,,StarTech-
581," Dell Inspiron 14 5402 Core i7 11th Gen MX330 2GB Graphics 14"" FHD Laptop",https://www.startech.com.bd/dell-inspiron-14-5402-core-i7-11th-gen-laptop,"Intel Core i7-1165G7 Processor (12M Cache, 2.80 GHz up to 4.70 GHz), 8GB DDR4 3200MHz RAM, 512GB M.2 PCIe NVMe SSD, Nvidia GeForce MX330 2GB Graphics",TBA,,StarTech-
582, Lenovo IdeaPad Slim 5i Core i5 11th Gen 15.6″ FHD Laptop,https://www.startech.com.bd/lenovo-ideapad-slim-5i-core-i5-11th-gen-laptop,"Intel Core i5-1135G7 Processor (8MB Cache, 2.40 GHz up to 4.20 GHz), 8GB DDR4 3200MHz RAM, 1TB HDD + 256GB SSD, 15.6″ FHD (1920×1080) Display",TBA,,StarTech-
583," Apple MacBook Pro 13.3-Inch Retina Display 8-core Apple M1 chip with 16GB RAM, 1TB SSD (Z11D000BJ) Silver",https://www.startech.com.bd/apple-macbook-pro-13-3-inch-8-core-m1-chip-1tb-ssd-laptop-silver,"Apple M1 chip with 8-core CPU and 8-core GPU, 16GB RAM, 1TB SSD, 13.3-inch 2560x1600 LED-backlit Retina Display",TBA,,StarTech-
584," Apple MacBook Pro 13.3-Inch Retina Display 8-core Apple M1 chip with 16GB RAM, 512GB SSD (Z11D000BH) Silver",https://www.startech.com.bd/apple-macbook-pro-13-3-laptop-silver,"Apple M1 chip with 8-core CPU and 8-core GPU, 16GB RAM, 512GB SSD, 13.3-inch Retina Display",TBA,,StarTech-
585," Asus VivoBook 14 X415EA Core i3 11th Gen 14"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-14-x415ea-core-i3-laptop,"Intel Core i3-1115G4 Processor (6MB Cache, 3.0 GHz up to 4.10 GHz), 4GB DDR4 RAM, 512GB PCIEG3 SSD, 14.0” FHD (1920X1080) Display",TBA,,StarTech-
586," Asus ZenBook 14 UX425JA Core i5 10th 14"" FHD Laptop",https://www.startech.com.bd/asus-zenbook-14-ux425ja-core-i5-laptop,"Intel Core i5-1035G1 Processor (6M Cache, 1.00 GHz up to 3.60 GHz), 8GB LPDDR4X RAM , 512GB M.2 NVMe PCIe 3.0 SSD, 14” Full HD (1920 x 1080) Display",TBA,,StarTech-
587," Asus VivoBook S14 S433EQ Core i7 11th Gen 16GB RAM 512GB SSD 14"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-s14-s433eq-core-i7-laptop,"Intel Core i7-1165G7 Processor (12M Cache, 2.80 GHz up to 4.70 GHz), 16GB DDR4 RAM + 512GB SSD, 14"" FHD LED (1920x1080) Display, GeForce MX350, 2GB Graphics",TBA,,StarTech-
588," Asus Vivobook E410MA Celeron N4020 14"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-e410ma-celeron-n4020-laptop,"Intel Celeron Processor N4020 (4M Cache, 1.10 GHz up to 2.80 GHz), 4GB DDR4 RAM, 256GB PCIEG3 SSD, 14"" FHD (1920X1080) Display",TBA,,StarTech-
589," HP ZBook Firefly 14 G7 Core i7 10th Gen 14"" UHD Mobile Workstation Laptop",https://www.startech.com.bd/hp-zbook-firefly-14-g7-core-i7-mobile-workstation,"Intel Core i7-10510U Processor (8M Cache, 1.80 GHz up to 4.90 GHz), 16GB DDR4 2666MHz RAM , 1TB PCIe SSD , NVIDIA Quadro P520 4GB Graphics",TBA,,StarTech-
590," HP ZBook Firefly 15 G7 Core i7 10th Gen 15"" FHD Mobile Workstation Laptop",https://www.startech.com.bd/hp-zbook-firefly-15-g7-core-i7-mobile-workstation,"Intel Core i7-10510U Processor (8M Cache, 1.80 GHz up to 4.90 GHz), 8GB DDR4 2666MHz RAM , 512GB PCIe SSD , NVIDIA Quadro P520 4GB Graphics",TBA,,StarTech-
591," HP ZBook Fury G7 Xeon W-10885M 15.6"" UHD Mobile Workstation Laptop",https://www.startech.com.bd/hp-zbook-fury-g7-xeon-w-10885m-mobile-workstation,"Intel Xeon W-10885M Processor (16M Cache, 2.40 GHz up to 5.30 GHz), 16 GB DDR4-2666 ECC SDRAM, 1 TB PCIe NVMe M.2 SSD, RTX 3000 6GB Graphics","355,000",,StarTech-
592," Lenovo IdeaPad Slim 3i Core i3 10th Gen 256GB SSD 14"" Full HD Laptop",https://www.startech.com.bd/lenovo-ideapad-slim-3i-core-i3-10th-gen-laptop,"Intel Core i3-1005G1 Processor (4M Cache,1.20 GHz up to 3.40 GHz), 4GB DDR4 RAM, 256GB NVME SSD, 14 ""FHD (1920x1080) IPS Display",TBA,,StarTech-
593," Lenovo IdeaPad Slim 5i Core i7 11th Gen MX450 2GB Graphics 14"" FHD Laptop",https://www.startech.com.bd/lenovo-ideapad-slim-5i-core-i7-11th-gen-laptop,"Intel Core i7-1165G7 Processor (12M Cache, 2.80 GHz up to 4.70 GHz), 8GB DDR4 3200MHz RAM, 512GB M.2 NVME SSD, GeForce MX450 2GB Graphics",TBA,,StarTech-
594," ASUS TUF Gaming F15 FX506HE Core i5 11th Gen RTX 3050 Ti 4GB Graphics 15.6"" FHD Gaming Laptop",https://www.startech.com.bd/asus-tuf-gaming-f15-fx506he-core-i5-11th-gen-laptop,"Intel Core i5-11400H Processor (12M Cache, 2.70 GHz up to 4.50 GHz), 8GB DDR4 3200MHz RAM, 512GB M.2 NVME PCIE 3.0 SSD, NVIDIA GeForce RTX3050Ti 4GB Graphics",TBA,,StarTech-
595," ASUS VivoBook 15 K513EA Core i3 11th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-15-k513ea-core-i3-11th-gen-laptop,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz), 4GB DDR4 RAM (On Board), 512GB PCI-E G3 SSD, 15.6"" FHD (1920X1080) Display",TBA,,StarTech-
596," Asus VivoBook 14 K413EQ Core i5 11th Gen 14"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-14-k413eq-core-i5-11th-gen-laptop,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz), 8GB DDR4 RAM + 512GB M.2 SSD, GeForce MX350 2GB Graphics, 14” FHD (1920X1080) Display",TBA,,StarTech-
597," HP 15s-du3528TU Core i3 11th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/hp-15s-du3528tu-core-i3-11th-gen-fhd-laptop,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz), 8GB DDR4 (2 x 4GB) RAM, 1TB 5400RPM SATA HDD, 15.6"" FHD (1920 x 1080) IPS Display",TBA,,StarTech-
598," HP 15s-du3527TU Core i5 11th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/hp-15s-du3527tu-core-i5-11th-gen-fhd-laptop,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz), 8GB DDR4 2666 (2 x 4GB) RAM, 1TB 5400RPM SATA HDD, 15.6"" FHD (1920 x 1080) IPS Display",TBA,,StarTech-
599, HP Pavilion 15-eg0083TU Core i7 11th Gen 15.6'' FHD Laptop,https://www.startech.com.bd/hp-pavilion-15-eg0083tu-laptop,"Intel Core i7-1165G7 Processor (12M Cache, 2.80 GHz up to 4.70 GHz), 8GB DDR4 RAM, 512GB NVMe SSD, 15.6 inch Full HD Display",TBA,,StarTech-
600," HP 15s-du3037TX Core i5 11th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/hp-15s-du3037tx-core-i5-11th-gen-laptop,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz), 8GB 3200MHz RAM + 1TB HDD, GeForce MX350 2GB Graphics, 15.6"" FHD (1920 x 1080) Display",TBA,,StarTech-
