,Title,Links,Description,Present Prices,Old Price,From
0," Avita Magus Celeron N3350 12.2"" FHD Laptop Pastel Violet",https://www.startech.com.bd/avita-magus-celeron-laptop-pastel-violet,"Intel Celeron Processor N3350 (1.10 GHz-2.40 GHz 2 MB Cache Cores: 2 Threads: 2), 4GB RAM, , 64GB eMMC, 12.2"" TFT (1920 x 1200)Touch Display","23,500",,StarTech-
1," Avita Magus Celeron N3350 12.2"" FHD Laptop Seashell Pink",https://www.startech.com.bd/avita-magus-celeron-laptop-seashell-pink,"Intel Celeron Processor N3350 (1.10 GHz-2.40 GHz 2 MB Cache Cores: 2 Threads: 2), 4GB RAM, , 64GB eMMC, 12.2"" TFT (1920 x 1200)Touch Display","23,500",,StarTech-
2," AVITA Essential 14 Celeron N4000 14"" Full HD Laptop Concrete Grey Color",https://www.startech.com.bd/avita-essential-14-celeron-n4000-laptop,"Intel Celeron Processor N4000 (4M Cache, 1.10 GHz up to 2.60 GHz), 4GB LPDDR4 RAM, 128GB SATA M.2 SSD, 14"" FHD (1920 x 1080) IPS Display","24,800",,StarTech-
3," AVITA Essential 14 Celeron N4000 14"" Full HD Laptop Matt Black Color",https://www.startech.com.bd/avita-essential-14-celeron-n4000-laptop-matt-black,"Intel Celeron Processor N4000 (4M Cache, 1.10 GHz up to 2.60 GHz), 4GB LPDDR4 RAM, 128GB SATA M.2 SSD, 14"" FHD (1920 x 1080) IPS Display","24,800",,StarTech-
4," AVITA Essential 14 Celeron N4020 14"" Full HD Laptop Concrete Grey Color",https://www.startech.com.bd/avita-essential-14-celeron-n4020-laptop,"Intel Celeron Processor N4020 (4M Cache, 1.10 GHz up to 2.80 GHz), 4GB LPDDR4 RAM, 128GB SATA M.2 SSD, 14"" FHD (1920 x 1080) IPS Display","25,490",,StarTech-
5," AVITA Essential 14 Celeron N4020 14"" Full HD Laptop Matt White Color",https://www.startech.com.bd/avita-essential-14-celeron-n4020-laptop-matt-white,"Intel Celeron Processor N4020 (4M Cache, 1.10 GHz up to 2.80 GHz), 4GB LPDDR4 RAM, 128GB SATA M.2 SSD, 14"" FHD (1920 x 1080) IPS Display","25,490",,StarTech-
6," AVITA Essential 14 Celeron N4020 14"" Full HD Laptop Matt Black Color",https://www.startech.com.bd/avita-essential-14-celeron-n4020-laptop-matt-black,"Intel Celeron Processor N4020 (4M Cache, 1.10 GHz up to 2.80 GHz), 4GB LPDDR4 RAM, 128GB SATA M.2 SSD, 14"" FHD (1920 x 1080) IPS Display","25,490",,StarTech-
7," AVITA Essential 14 Celeron N4020 256GB SSD 14"" Full HD Laptop Concrete Grey Color",https://www.startech.com.bd/avita-essential-14-celeron-n4020-256gb-ssd-laptop,"Intel Celeron Processor N4020 (4M Cache, 1.10 GHz up to 2.80 GHz), 4GB LPDDR4 RAM, 256GB SATA M.2 SSD, 14"" FHD (1920 x 1080) IPS Display","29,100",,StarTech-
8," AVITA Essential 14 Celeron N4020 256GB SSD 14"" Full HD Laptop Matt White Color",https://www.startech.com.bd/avita-essential-14-celeron-n4020-256gb-ssd-laptop-matt-white,"Intel Celeron Processor N4020 (4M Cache, 1.10 GHz up to 2.80 GHz), 4GB LPDDR4 RAM, 256GB SATA M.2 SSD, 14"" FHD (1920 x 1080) IPS Display","29,100",,StarTech-
9," AVITA Essential 14 Celeron N4020 256GB SSD 14"" Full HD Laptop Matt Black Color",https://www.startech.com.bd/avita-essential-14-celeron-n4020-256gb-ssd-laptop-matt-black,"Intel Celeron Processor N4020 (4M Cache, 1.10 GHz up to 2.80 GHz), 4GB LPDDR4 RAM, 256GB SATA M.2 SSD, 14"" FHD (1920 x 1080) IPS Display","29,100",,StarTech-
10, Chuwi HeroBook Pro Intel Celeron N4020 14.1 inch Full HD Laptop with Windows 10,https://www.startech.com.bd/chuwi-herobook-pro-intel-celeron-laptop,"Intel Celeron Processor N4020 (4M Cache, 1.10 GHz up to 2.80 GHz), 8GB LPDDR4 RAM, 256GB SSD, 14.1 Inch(1920 x 1080) IPS Anti-Glare Display","29,500",,StarTech-
11," HP 15s-du1115TU Celeron N4020 15.6"" HD Laptop",https://www.startech.com.bd/hp-15s-du1115tu-laptop,"Intel Celeron N4020 (1.1 GHz up to 2.8 GHz, 2 cores), 4 GB DDR4 2400MHz RAM, 1 TB 5400 rpm SATA HDD, 15.6"" HD (1366 x 768) Display","33,200",,StarTech-
12," HP 15s-du1114TU Celeron N4020 15.6"" HD Laptop",https://www.startech.com.bd/hp-15s-du1114tu-laptop,"Intel Celeron N4020 (1.1 GHz up to 2.8 GHz, 2 cores), 4 GB DDR4 2400MHz RAM, 1 TB 5400 rpm SATA HDD, 15.6"" HD (1366 x 768) Display","33,200",,StarTech-
13, HP 15s-du1086TU Intel Celeron N4020 15.6 inch FHD Laptop with Win 10,https://www.startech.com.bd/hp-15s-du1086tu-intel-celeron-n4020-laptop,"Intel Celeron Processor N4020 (4M Cache, up to 2.80 GHz), 4GB DDR4 RAM + 1TB HDD, 15.6 inch Full HD 1920x1080 Display, Windows 10 Home","33,500",,StarTech-
14," Acer Extensa 15 EX215-22-A789 AMD Athlon 3020E 15.6"" HD Laptop",https://www.startech.com.bd/acer-extensa-15-ex215-22-a789-amd-athlon-3020e-laptop,"AMD Athlon 3020E Dual-core Processor (4MB cache and 1.2 GHz up to 2.6 GHz), 4GB DDR4 RAM, 1TB 5400rpm SATA HDD, 15.6"" HD (1366 x 768) Display","35,500",,StarTech-
15," Lenovo IdeaPad Slim 3i 15IGL Intel Celeron N4020 15.6"" HD Laptop",https://www.startech.com.bd/lenovo-ideapad-slim-3i-intel-celeron-n4020-laptop,"Processor: Intel Celeron N4020 (4M Cache, 1.10 GHz up to 2.80 GHz), Memory: 4GB DDR4 2400MHz RAM, Storage: 1TB 5400rpm 2.5"" HDD, Display: 15.6″ HD (1366×768)","36,700",,StarTech-
16, HP 15s-du1088TU Intel Pentium N5030 15.6 inch FHD Laptop with Win 10,https://www.startech.com.bd/hp-15s-du1088tu-intel-pentium-n5030-laptop,"Intel Pentium Silver 5030 1.10 To 3.10 GHz Processor, 4GB DDR4 RAM + 1TB HDD, 15.6 inch Full HD 1920x1080 Display, Windows 10 Home","37,200",,StarTech-
17," Lenovo IdeaPad Slim 3i Celeron N4020 256GB SSD 15.6"" HD Laptop with Win 11",https://www.startech.com.bd/lenovo-ideapad-slim-3i-celeron-256gb-ssd-laptop,"Processor: Intel Celeron N4020 (4M Cache,1.10 GHz up to 2.80 GHz), RAM: 4GB DDR4 2400Mhz, SSD: 256GB NVMe PCIe, Display: 15.6""HD (1366x768)","37,500",,StarTech-
18," HP 15s-du1117TU Pentium Silver N5030 15.6"" HD Laptop",https://www.startech.com.bd/hp-15s-du1117tu-laptop,"Intel Pentium Silver N5030 Processor (4M Cache, 1.10 GHz up to 3.10 GHz), 4 GB DDR4 2400MHz RAM, 1 TB 5400 rpm SATA HDD, 15.6"" HD (1366 x 768) Display","37,800",,StarTech-
19," Lenovo IdeaPad D330 10IGL Intel CDC N4020 10.1"" HD Touch Laptop",https://www.startech.com.bd/lenovo-ideapad-d330-cdc-n4020-laptop,"Processor: Intel Celeron N4020 (4M Cache,1.10 GHz up to 2.80 GHz), RAM: 4GB DDR4, Storage: 128GB eMMC, Display: 10.1"" (1280 x 800) HD Touchscreen","38,700",,StarTech-
20," Dell Inspiron 15 3510 Intel Celeron N4020 15.6"" HD Laptop",https://www.startech.com.bd/dell-inspiron-15-3510-intel-celeron-n4020-laptop,"Processor: Intel Celeron N4020 Dual Core (4MB Cache, 1.10 GHz Up To 2.80 GHz) Processor, RAM: 4GB 2400MHz DDR4, Storage: 1TB SATA 5400RPM, Display: 15.6"" HD (1366 x 768) LED","39,300",,StarTech-
21," Asus Vivobook X515MA Celeron N4020 15.6"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-x515ma-fhd-laptop,"Intel Celeron Processor N4020 (4M Cache, 1.10 GHz up to 2.80 GHz), 4GB DDR4 RAM, 1TB HDD, 15.6 FHD (1920x1080) Display","39,800",,StarTech-
22," Dell Inspiron 15 3510 Intel Pentium Silver N5030 15.6"" HD Laptop",https://www.startech.com.bd/dell-inspiron-15-3510-intel-pentium-silver-n5030-laptop,"Processor: Intel Pentium Silver N5030 (4MB Cache, 1.10 GHz Up To 3.10 GHz ), RAM: 4GB 2400MHz DDR4, Storage: 1TB SATA 5400RPM, Display: 15.6"" HD (1366 x 768) LED","42,000",,StarTech-
23," Dell Inspiron 15 3505 Ryzen 3 3250U 15.6"" FHD Laptop",https://www.startech.com.bd/dell-inspiron-15-3505-ryzen-3-laptop,"AMD Ryzen 3 3250U processor(2.6 Ghz up to 3.5 Ghz), 4GB DDR4 3200MHz RAM, 1TB HDD, 15.6"" FHD (1920x1080) Display","42,500",,StarTech-
24," Acer Extensa 15 EX215-52-384M Core i3 10th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/acer-extensa-15-ex215-52-384m-core-i3-laptop,"Intel Core i3-1005G1 Processor (4M Cache, 1.20 GHz up to 3.40 GHz), 4GB DDR4 2666MHz RAM , 1TB 5400rpm SATA3 HDD, 15.6 FHD (1920x1080) Display","43,500",,StarTech-
25," Asus Vivobook Go 14 E410MA Celeron N4020 14"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-go-14-e410ma-celeron-n4020-fhd-laptop,"Intel Celeron Processor N4020 (4M Cache, 1.10 GHz up to 2.80 GHz), 4GB DDR4 RAM, 512GB M.2 NVMe PCIe 3.0 SSD, 14"" FHD (1920 x 1080) Display","43,500",,StarTech-
26," Dell Inspiron 15 3501 Core i3 10th Gen 15.6"" HD Laptop with Windows 10",https://www.startech.com.bd/dell-inspiron-15-3501-i3-10th-gen-laptop,"Intel Core i3-1005G1 Processor (4M Cache, 1.20 GHz up to 3.40 GHz), 4GB DDR4 3200MHz RAM, 1TB HDD, 15.6"" HD (1366x768)Display","43,800",,StarTech-
27," Asus VivoBook 15 E510MA Intel Celeron N4020 15.6"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-15-e510ma-celeron-n4020-fhd-laptop,"Intel Celeron Dual Core N4020 (1.10 GHz up to 2.80 GHz, Cache 4MB), 4GB DDR4 RAM , 512GB PCIe G3 SSD, 15.6"" FHD (1920X1080) LED Display","43,800",,StarTech-
28," Lenovo IdeaPad Slim 3i Core i3 10th Gen 15.6"" HD Laptop with Windows 11",https://www.startech.com.bd/lenovo-ip-slim-3i-10th-gen-hd-laptop,"Intel Core i3-1005G1 Processor (4M Cache,1.20 GHz up to 3.40 GHz), 4GB DDR4 RAM + 1TB HDD, 15.6"" HD (1366×768) TN Display, Windows 11 Operating System","44,400",,StarTech-
29," Dell Vostro 14 3405 Ryzen 3 3250U 14"" FHD Laptop with Windows 10",https://www.startech.com.bd/dell-vostro-14-3405-laptop,"Processor: Ryzen 3 3250U (4MB CPU Cache, 2.60GHz up to 3.50GHz), RAM: 4GB 3200 MHz DDR4, HDD: 1TB 5400rpm SATA , Display: 14"" FHD (1920x1080) LED","44,800",,StarTech-
30," Acer Aspire 3 A315-58 Core i3 11th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/acer-aspire-3-a315-58-core-i3-11th-gen-laptop,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz), 4GB 2666MHz DDR4 RAM + 1TB SATA HDD, 15.6"" FHD (1920 x 1080) LED Display, Windows 10 Home","45,000",,StarTech-
31," Acer Extensa 15 EX215-54-37AH Core i3 11th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/acer-extensa-15-ex215-54-37ah-core-i3-11th-gen-laptop,"Processor: Intel Core i3-1115G4 (6M Cache, 3.00 GHz up to 4.10 GHz), Memory: 4 GB DDR4 SDRAM, Storage: 1TB 2.5-inch 5400RPM HDD, Display: 15.6"" FHD (1920 x 1080) Display","45,000",,StarTech-
32," Lenovo IdeaPad 3 14IIL05 Core i3 10th Gen 14"" HD Laptop",https://www.startech.com.bd/lenovo-ideapad-3-14-inch-hd-laptop,"Processor: Intel Core i3-1005G1 (4M Cache, 1.20 GHz up to 3.40 GHz), RAM: 4GB 2666MHz DDR4, HDD: 1TB, Display: 14"" HD (1366x768) TN","45,000","45,000",StarTech-
33," Dell Vostro 14 3405 Ryzen 3 3250U 14"" HD Laptop with Windows 10",https://www.startech.com.bd/dell-vostro-14-3405-ryzen-3-laptop,"Ryzen 3 3250U (4MB CPU Cache, 2.60GHz up to 3.50GHz), 4GB 3200 MHz DDR4 RAM, 1TB 5400rpm SATA HDD, 14"" HD (1366x768) Display","45,400",,StarTech-
34," Lenovo IdeaPad Slim 3i Core i3 10th Gen 15.6"" Full HD Platinum Grey Laptop",https://www.startech.com.bd/lenovo-ip-slim-3i-10th-gen-grey-laptop,"Intel Core i3-1005G1 Processor (4M Cache,1.20 GHz up to 3.40 GHz), 4GB DDR4 RAM + 1TB HDD, 15.6""FHD (1920x1080)TN Display, Windows 10 Home","45,800",,StarTech-
35," Dell Vostro 14 3400 Core i3 11th Gen 14"" HD Laptop with 03 Years Warranty",https://www.startech.com.bd/dell-vostro-14-3400-laptop,"Intel Core i3-1115G4 Processor (6MB Cache, 3.0 GHz up to 4.10 GHz), 4GB DDR4 2666MHz RAM, 1TB 5400 rpm 2.5"" SATA Hard Drive, 14.0-inch HD (1366 x 768) Display","45,800",,StarTech-
36," Dell Vostro 14 3400 11th Gen Core i3 14"" HD Laptop",https://www.startech.com.bd/dell-vostro-14-3400-11th-gen-core-i3-laptop,"Intel Core i3-1115G4 Processor (6MB Cache, 3.0 GHz up to 4.10 GHz), 4GB DDR4 2666MHz RAM, 1TB 5400 rpm 2.5"" SATA Hard Drive, 14.0-inch HD (1366 x 768) Display","45,800",,StarTech-
37," Dell Inspiron 15 3515 Ryzen 3 3250U 15.6"" FHD Laptop",https://www.startech.com.bd/dell-inspiron-15-3515-laptop,"Processor: AMD Ryzen 3 3250U (4MB CPU Cache, 2.60GHz up to 3.50GHz), RAM: 4GB DDR4 3200MHz (1x4), HDD: 1TB; Operating System:  Windows 10, Display: 15.6"" FHD (1920 x 1080)","46,500",,StarTech-
38," Dell Inspiron 15 3501 Core i3 11th Gen 15.6"" FHD Laptop with Windows 10",https://www.startech.com.bd/dell-inspiron-15-3501-i3-11th-gen-laptop,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz)	, 4GB DDR4 3200MHz RAM, 1TB HDD, 15.6"" FHD(1920x1080) Display","46,800",,StarTech-
39," Dell Vostro 14 3400 Core i3 11th Gen 14"" HD Laptop with Windows 10",https://www.startech.com.bd/dell-vostro-14-3400-core-i3-11th-gen-laptop,"Intel Core i3-1115G4 Processor (6MB Cache, 3.0 GHz up to 4.10 GHz), 4GB DDR4 2666MHz RAM, 1TB 5400 rpm 2.5"" SATA HDD, 14"" HD (1366 x 768) Display","46,800",,StarTech-
40, Acer Travelmate TMP214-53 Core i3 11th Gen 14” FHD Laptop,https://www.startech.com.bd/acer-travelmate-tmp214-53-core-i3-11th-gen-laptop,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz), 4GB DDR4 2400MHz RAM, 1TB 5400 RPM HDD, 14.0"" HD Display","47,000",,StarTech-
41," Acer Aspire 3 A315-58 Core i3 11th Gen 8GB RAM 15.6"" FHD Laptop",https://www.startech.com.bd/acer-aspire-3-a315-58-core-i3-11th-gen-8gb-ram-laptop,"Processor: Intel Core i3-1115G4 (6M Cache, 3.00 GHz up to 4.10 GHz), RAM: 8GB 2666MHz DDR4 RAM, HDD: 1TB SATA, Display: 15.6"" FHD (1920 x 1080) LED","47,000",,StarTech-
42," MSI Modern 14 B10MW Core i3 10th Gen 14"" Full HD Laptop",https://www.startech.com.bd/msi-modern-14-b10mw-laptop,"Intel Core i3 10110U Processor (4MB Cache, 2.1Ghz up to 4.1Ghz), 4GB 2666mhz DDR4 RAM, 256GB NVMe SSD, 14"" (1920 x 1080) FHD Display","48,000","48,000",StarTech-
43," Acer Aspire 5 A515-56 Core i3 11th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/acer-aspire-5-a515-56-core-i3-11th-gen-laptop,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz), 4GB 2667MHz RAM, 1TB HDD, 15.6"" FHD (1920 x 1080) IPS Display","48,300",,StarTech-
44," ASUS VivoBook 15 X515JA Core i3 10th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/asus-vivobook-15-x515ja-core-i3-10th-gen-laptop,"Intel Core i3-1005G1 Processor (4M Cache, 1.20 GHz up to 3.40 GHz), 4GB DDR4 SDRAM, 1TB SATA 5400RPM HDD, 15.6"" FHD LED Display","49,500",,StarTech-
45," HP 15s-du3786TU Core i3 11th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/hp-15s-du3786tu-core-i3-11th-gen-laptop,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz), 4GB DDR4 3200MHz RAM, 1TB 5400 rpm SATA HDD, 15.6"" FHD (1920 x 1080) Display","50,400",,StarTech-
46," HP 15s-du3022TU Core i3 11th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/hp-15s-du3022tu-core-i3-11th-gen-laptop,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz), 4GB DDR4 2666 MHz RAM, 1TB 5400 rpm SATA HDD, 15.6"" FHD (1920 x 1080) Display","50,500",,StarTech-
47," Dell Inspiron 15 3511 Core i3 11th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/dell-inspiron-15-3511-core-i3-11th-gen-laptop,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz), 4GB DDR4 3200MHz RAM, 1TB 5400 rpm 2.5"" SATA Hard Drive, 15.6-inch FHD (1920 x 1080) Display","50,700",,StarTech-
48," Dell Inspiron 15 3511 Core i3 11th Gen 256GB SSD 15.6"" FHD Laptop",https://www.startech.com.bd/dell-inspiron-15-3511-core-i3-11th-gen-256gb-ssd-laptop,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz), 4GB DDR4 3200MHz RAM, 256GB M.2 PCIe NVMe SSD, 15.6-inch FHD (1920 x 1080) Display","51,800",,StarTech-
49," MSI Modern 14 B10MW Core i3 10th Gen 8GB RAM 14"" Full HD Laptop",https://www.startech.com.bd/msi-modern-14-b10mw-core-i3-laptop,"Intel Core i3 10110U Processor (4MB Cache, 2.1Ghz up to 4.1Ghz), 8GB 2666mhz DDR4 RAM, 256GB NVMe SSD, 14"" (1920 x 1080) FHD Display","52,500","52,500",StarTech-
50," Walton Passion BP5800 Core i5 8th Gen 15.6"" HD Laptop",https://www.startech.com.bd/walton-passion-bp5800-core-i5-8th-gen-laptop,"Intel Core i5-8250U Processor (6MB Cache, 1.60GHz up to 3.40 GHz), 8GB DDR4 2400MHz RAM, 1TB 5400rpm HDD, 15.6"" HD Display","52,550",,StarTech-
51," ASUS VivoBook 15 X515EA Core i3 11th Gen 15.6"" IPS FHD Laptop",https://www.startech.com.bd/asus-vivobook-15-x515ea-core-i3-11th-gen-laptop,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz), 4GB DDR4 RAM, 512GB PCI-E G3 SSD, 15.6"" FHD LED Display","53,000",,StarTech-
52," ASUS ExpertBook L1 L1500CDA Ryzen 3 3250U 15.6"" FHD Laptop",https://www.startech.com.bd/asus-expertbook-l1-l1500cda-ryzen-3-laptop,"Processor: AMD Ryzen 3 3250U processor(2.6 Ghz up to 3.5 Ghz), RAM: 4GB DDR4 3200MHz RAM, SSD: 512GB M.2 NVMe PCIe 3.0 SSD , Display: 15.6"" FHD (1920 x 1080p) Display","53,000",,StarTech-
53," ASUS ExpertBook L1 L1400CDA Ryzen 3 3250U 14"" FHD Laptop",https://www.startech.com.bd/asus-expertbook-l1-l1400cda-ryzen-3-laptop,"Processor: AMD Ryzen 3 3250U processor(2.6 Ghz up to 3.5 Ghz), RAM: 4GB DDR4 RAM, SSD: 512GB M.2 NVMe PCIe 3.0 SSD , Display: 14"" FHD (1920 x 1080p) Display","53,000",,StarTech-
54," Lenovo IdeaPad Slim 3i 11th Gen Core i3 256GB SSD 15.6"" Full HD Laptop with Windows 11",https://www.startech.com.bd/lenovo-ideapad-slim-3i-core-i3-11th-fhd-gen-256gb-ssd-laptop,"Processor: Intel Core  i3-1115G4 (6MB cache, 3.0 GHz upto 4.1 GHz), RAM & SSD: 4GB 3200Mhz RAM + 256GB SSD, Display: 15.6"" FHD (1920×1080) IPS , Operating System: Windows 11 Home","53,000",,StarTech-
55," Acer Extensa 15 EX215-52-58SQ Core i5 10th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/acer-extensa-15-ex215-52-58sq-core-i5-laptop,"Intel Core i5-1035G1 Processor (6M Cache, 1.00 GHz up to 3.60 GHz), 8GB DDR4 2666MHz RAM , 1TB 5400rpm SATA3 HDD, 15.6 FHD (1920x1080) Dispaly","53,300",,StarTech-
56," Lenovo IdeaPad Slim 3i Core i3 10th Gen 512GB SSD 15.6"" HD Laptop with Win 11",https://www.startech.com.bd/lenovo-ideapad-slim-3i-core-i3-10th-gen-512gb-ssd-laptop,"Processor: Intel Core i3-1005G1 (4M Cache,1.20 GHz up to 3.40 GHz), RAM & SSD: 8GB DDR4 RAM+ 512GB M.2 NVME SSD, Display: 15.6"" HD (1366×768), Operating System: Windows 11 Home","53,500",,StarTech-
57," HP 240 G8 Core i3 11th Gen 14"" FHD Laptop",https://www.startech.com.bd/hp-240-g8-core-i3-11th-gen-laptop,"Processor: Intel Core i3-1115G4 (6M Cache, 3.00 GHz up to 4.10 GHz), Memory: 8GB DDR4 RAM, Storage: 1TB HDD, Display: 14"" FHD (1920 x 1080)","53,000",,StarTech-
58," HP 250 G8 Core i3 11th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/hp-250-g8-core-i3-11th-gen-laptop,"Processor: Intel Core i3-1115G4 (6M Cache, 3.00 GHz up to 4.10 GHz), Memory: 8GB DDR4 RAM, Storage: 1TB HDD, Display: 15.6"" FHD (1920 x 1080)","53,000",,StarTech-
59, Microsoft Surface Pro 7 10th Gen Core i5 8GB Ram 128GB SSD Touch Display Notebook with Win 10,https://www.startech.com.bd/microsoft-surface-pro-7-10th-gen-core-i5-128gb-ssd-notebook,"Intel Core i5-1035G4 Processor (6 MB Cache, up to 3.70 GHz), Screen: 12.3” PixelSense Display, Resolution: 2736 x 1824 (267 PPI), 8GB RAM & 128GB SSD","92,000",,StarTech-
60, Microsoft Surface Pro 7 10th Gen Core i5 8GB RAM 256GB SSD Touch Display Black Notebook,https://www.startech.com.bd/microsoft-surface-pro-7-core-i5-notebook,"10th Gen Intel Core i5-1035G4 Processor (6 MB Cache, 1.10 GHz up to 3.70 GHz), Screen: 12.3” PixelSense Display, Resolution: 2736 x 1824 (267 PPI), 8GB RAM & 256GB SSD","109,000",,StarTech-
61," MSI Modern 14 B10MW Core i3 10th Gen 512GB SSD 14"" Full HD Laptop",https://www.startech.com.bd/msi-modern-14-b10mw-512gb-ssd-laptop,"Intel Core i3 10110U Processor (4MB Cache, 2.1Ghz up to 4.1Ghz), 8GB DDR4 RAM, 512GB NVMe SSD, 14"" (1920 x 1080) FHD Display","54,400","54,400",StarTech-
62," Lenovo V14 Core i3 11th Gen 14"" FHD Laptop",https://www.startech.com.bd/lenovo-v14-11th-gen-laptop,"Processor: Intel Core i3-1115G4 (6M Cache, 3.00 GHz up to 4.10 GHz), RAM: 4GB DDR4 3200Mhz, HDD: 1TB 5400rpm HDD, Display: 14"" FHD (1920 x 1080) IPS","54,500",,StarTech-
63," HP 15s-fq2644TU Core i3 11th Gen 15.6"" HD Laptop",https://www.startech.com.bd/hp-15s-fq2644tu-core-i3-11th-gen-laptop,"Processor: Intel Core i3-1115G4 (6M Cache, 3.00 GHz up to 4.10 GHz), Memory: 8 GB DDR4-3200 MHz RAM, Storage: 512 GB PCIe NVMe M.2 SSD, Display: 15.6"" HD (1366 x 768)","56,000",,StarTech-
64," Microsoft Surface Pro 7 Core i7 10th Gen 16GB Ram 256GB SSD 12.3"" Multi-Touch Display",https://www.startech.com.bd/microsoft-surface-pro-7-laptop,"Intel Core i7-1065G7 Processor (8M Cache, 1.30 GHz up to 3.90 GHz), 16 GB LPDDR4x RAM, 256GB SSD, 12.3”(2736 x 1824) PixelSense Display","138,000",,StarTech-
65," Acer Extensa EX215-52 Core i5 10th Gen 8GB RAM 1TB HDD 15.6"" Full HD Laptop with Genuine Windows 10",https://www.startech.com.bd/acer-extensa-ex215-52-core-i5-laptop,"Intel Core i5-1035G1 Processor (6M Cache, 1.00 GHz up to 3.60 GHz), 8GB DDR4 SODIMM RAM, 1 TB 2.5-inch 5400RPM HDD, 15.6"" FHD (1920 x 1080) Display","56,400",,StarTech-
66," Lenovo IdeaPad Slim 3i 11th Gen Core i3 8GB RAM 14"" FHD Laptop with Windows 11",https://www.startech.com.bd/lenovo-ideapad-slim-3i-core-i3-11th-fhd-gen-8gb-ram-14-inch-laptop,"Processor: Intel Core  i3-1115G4 (6MB cache, 3.0 GHz upto 4.1 GHz), RAM & SSD: 8GB 3200Mhz RAM + 256GB SSD, Display: 14"" FHD (1920×1080) IPS , Operating System: Windows 11 Home","56,500",,StarTech-
67," Microsoft Surface Pro 7 Core i7 10th Gen 16GB Ram 512GB SSD 12.3"" Multi-Touch Display",https://www.startech.com.bd/microsoft-surface-pro-7-512gb-ssd-laptop,"Intel Core i7-1065G7 Processor (8M Cache, 1.30 GHz up to 3.90 GHz), 16 GB LPDDR4x RAM, 512GB SSD, 12.3”(2736 x 1824) PixelSense Display","164,000",,StarTech-
68," Acer Aspire 3 A315-58 Core i5 11th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/acer-aspire-3-a315-58-core-i5-11th-gen-laptop,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz), 8GB DDR4 2666MHz RAM + 1TB SATA HDD, 15.6"" FHD (1920 x 1080) LED Display, Windows 10 Home","57,800",,StarTech-
69," Acer Extensa 15 EX215-54-596B Core i5 11th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/acer-extensa-15-ex215-54-596b-core-i5-11th-gen-laptop,"Processor: Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz), Memory: 8 GB DDR4 SDRAM, Storage: 1TB 2.5-inch 5400RPM HDD, Display: 15.6"" FHD (1920 x 1080) Display","58,000",,StarTech-
70," Dell Vostro 14 3400 Core i5 11th Gen 14"" FHD Laptop",https://www.startech.com.bd/dell-vostro-14-3400-i5-laptop,"Intel Core i5-1135G7 Processor (8MB Cache, 2.40 GHz up to 4.20 GHz), 4GB DDR4 3200MHz RAM, 1TB 5400 rpm 2.5"" SATA Hard Drive, 14.0-inch FHD (1920 x 1080) Display","58,500",,StarTech-
71," Lenovo IdeaPad Slim 3i Core i5 10th Gen 15.6"" FHD Laptop",https://www.startech.com.bd/lenovo-ideapad-slim-3i-i5-10th-gen-laptop,"Intel Core i5-10210U Processor (6M Cache, 1.60 GHz up to 4.20 GHz), 8GB DDR4 2666MHz RAM, 1TB 5400rpm SATA HDD, 15"" FHD (1920x1080) Display","58,500",,StarTech-
72," MSI Modern 14 B11MO Core i3 11th Gen 14"" FHD Laptop",https://www.startech.com.bd/msi-modern-14-b11mo-i3-11th-gen-laptop,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz), 8GB DDR4 3200MHz RAM, 512GB NVMe PCIe Gen3x4 SSD, 14"" FHD (1920 x 1080) Display","58,900","58,900",StarTech-
